title;old_name;old_uri;new_name;new_uri
Itinéraires cyclables - France métropolitaine;magosm.france_bicycle_mtb_routes_line;9c01b3e617b44fb5a104623425626a03;magosm.france_bicycle_mtb_routes_line;24cb7982855f4a3aa524908bbf02cbf3
